"","sample_name","collection_date","collection_site","collection_latitude","collection_longitude","species_code"
"258","KL-260",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"CARB"
"259","KL-5-foamy",20010621,"Little Grecian",25.11901093,-80.30082703,"CNAT"
"260","KL-35",20010621,"Little Grecian",25.11901093,-80.30082703,"CNAT"
"261","KL-589",20030522,"Pickles",24.98698044,-80.41486359,"CNAT"
"262","KL-699",20030930,"Cheeca",24.90399933,-80.61685944,"CNAT"
"263","KL-60",20010621,"Outer Reef",25.11186028,-80.28582764,"CNAT"
"264","KL-68",20010621,"Outer Reef",25.11186028,-80.28582764,"CNAT"
"265","KL-84",20010622,"Conch",24.94844437,-80.46238708,"CNAT"
"266","KL-245",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"CNAT"
"267","KL-248",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"CNAT"
"268","KL-342",20020926,"Cheeca",24.90399933,-80.61685944,"DLAB"
"269","KL-343",20020926,"Cheeca",24.90399933,-80.61685944,"DLAB"
"270","KL-015",20010621,"Little Grecian",25.11901093,-80.30082703,"DLAB"
"271","KL-366",20020926,"Cheeca",24.90399933,-80.61685944,"DLAB"
"272","KL-367",20020926,"Cheeca",24.90399933,-80.61685944,"DLAB"
"273","KL-003",20010621,"Little Grecian",25.11901093,-80.30082703,"DLAB"
"274","KL-025",20010621,"Little Grecian",25.11901093,-80.30082703,"DLAB"
"275","KL-27",20010621,"Little Grecian",25.11901093,-80.30082703,"DLAB"
"276","KL-29",20010621,"Little Grecian",25.11901093,-80.30082703,"DLAB"
"277","KL-396",20020926,"Cheeca",24.90399933,-80.61685944,"DLAB"
"278","KL-376",20020926,"Cheeca",24.90399933,-80.61685944,"DLAB"
"279","KL-377",20020926,"Cheeca",24.90399933,-80.61685944,"DLAB"
"280","KL-64",20010621,"Outer Reef",25.11186028,-80.28582764,"DLAB"
"281","KL-69",20010621,"Outer Reef",25.11186028,-80.28582764,"DLAB"
"282","KL-98",20010622,"Conch",24.94844437,-80.46238708,"DLAB"
"283","KL-113",20010622,"Conch",24.94844437,-80.46238708,"DLAB"
"284","KL-110",20010622,"Conch",24.94844437,-80.46238708,"DLAB"
"285","KL-116",20010622,"Conch",24.94844437,-80.46238708,"DLAB"
"286","KL-119",20010622,"Conch",24.94844437,-80.46238708,"DLAB"
"287","KL-121",20010622,"Conch",24.94844437,-80.46238708,"DLAB"
"288","KL-122",20010622,"Conch",24.94844437,-80.46238708,"DLAB"
"289","KL-158",20010622,"Triangles",25.00873947,-80.44978333,"DLAB"
"290","KL-162",20010622,"Triangles",25.00873947,-80.44978333,"DLAB"
"291","KL-170",20010622,"Triangles",25.00873947,-80.44978333,"DLAB"
"292","KL-178",20010622,"Triangles",25.00873947,-80.44978333,"DLAB"
"293","KL-244",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"DLAB"
"294","KL-250",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"DLAB"
"295","KL-7",20010621,"Little Grecian",25.11901093,-80.30082703,"DSTO"
"296","KL-708",20030930,"Cheeca",24.90399933,-80.61685944,"DSTO"
"297","KL-414",20030522,"Pickles",24.98698044,-80.41486359,"DSTO"
"298","KL-49",20010621,"Outer Reef",25.11186028,-80.28582764,"DSTO"
"299","KL-71",20010621,"Outer Reef",25.11186028,-80.28582764,"DSTO"
"300","KL-77",20010621,"Outer Reef",25.11186028,-80.28582764,"DSTO"
"301","KL-127",20010622,"Conch",24.94844437,-80.46238708,"DSTO"
"302","KL-100",20010622,"Conch",24.94844437,-80.46238708,"EFAS"
"303","KL-710",20030930,"Cheeca",24.90399933,-80.61685944,"MANG"
"304","KL-587",20030522,"Pickles",24.98698044,-80.41486359,"MCOM"
"305","KL-413",20030522,"Pickles",24.98698044,-80.41486359,"MCOM"
"306","KL-416",20030522,"Pickles",24.98698044,-80.41486359,"MDEC"
"307","KL-418",20030522,"Pickles",24.98698044,-80.41486359,"MMEA"
"308","KL-423",20030522,"Pickles",24.98698044,-80.41486359,"OFAV"
"309","KL-424",20030522,"Pickles",24.98698044,-80.41486359,"OFAV"
"310","KL-400",20020926,"Cheeca",24.90399933,-80.61685944,"OFAV"
"311","KL-403",20020926,"Cheeca",24.90399933,-80.61685944,"OFAV"
"312","KL-590",20030522,"Tavernier Creek, down from fuel docks on point, end of transect",25.00673294,-80.5297699,"OFAV"
"313","KL-406",20020926,"Cheeca",24.90399933,-80.61685944,"OFAV"
"314","KL-421",20030522,"Pickles",24.98698044,-80.41486359,"OFAV"
"315","KL-422",20030522,"Pickles",24.98698044,-80.41486359,"OFAV"
"316","KL-91",20010622,"Conch",24.94844437,-80.46238708,"OFAV"
"317","KL-92",20010622,"Conch",24.94844437,-80.46238708,"OFAV"
"318","KL-93",20010622,"Conch",24.94844437,-80.46238708,"OFAV"
"319","KL-96",20010622,"Conch",24.94844437,-80.46238708,"OFAV"
"320","KL-105",20010622,"Conch",24.94844437,-80.46238708,"OFAV"
"321","KL-126",20010622,"Conch",24.94844437,-80.46238708,"OFAV"
"322","KL-117",20010622,"Conch",24.94844437,-80.46238708,"OFAV"
"323","KL-168",20010622,"Triangles",25.00873947,-80.44978333,"OFAV"
"324","KL-160",20010622,"Triangles",25.00873947,-80.44978333,"OFAV"
"325","KL-163",20010622,"Triangles",25.00873947,-80.44978333,"OFAV"
"326","KL-172",20010622,"Triangles",25.00873947,-80.44978333,"OFAV"
"327","KL-173",20010622,"Triangles",25.00873947,-80.44978333,"OFAV"
"328","KL-177",20010622,"Triangles",25.00873947,-80.44978333,"OFAV"
"329","KL-232",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"OFAV"
"330","KL-233",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"OFAV"
"331","KL-253",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"OFAV"
"332","KL-254",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"OFAV"
"333","KL-252",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"OFAV"
"334","KL-704",20030930,"Cheeca",24.90399933,-80.61685944,"OVAR"
"335","KL-344",20020926,"Cheeca",24.90399933,-80.61685944,"PAST"
"336","KL-345",20020926,"Cheeca",24.90399933,-80.61685944,"PAST"
"337","KL-360",20020926,"Cheeca",24.90399933,-80.61685944,"PAST"
"338","KL-19",20010621,"Little Grecian",25.11901093,-80.30082703,"PAST"
"339","KL-257",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"PAST"
"340","KL-701",20030930,"Cheeca",24.90399933,-80.61685944,"PAST"
"341","KL-111",20010622,"Conch",24.94844437,-80.46238708,"PAST"
"342","KL-67",20010621,"Outer Reef",25.11186028,-80.28582764,"PAST"
"343","KL-87",20010622,"Conch",24.94844437,-80.46238708,"PAST"
"344","KL-88",20010622,"Conch",24.94844437,-80.46238708,"PAST"
"345","KL-80",20010622,"Conch",24.94844437,-80.46238708,"PAST"
"346","KL-82",20010622,"Conch",24.94844437,-80.46238708,"PAST"
"347","KL-99",20010622,"Conch",24.94844437,-80.46238708,"PAST"
"348","KL-95",20010622,"Conch",24.94844437,-80.46238708,"PAST"
"349","KL-114",20010622,"Conch",24.94844437,-80.46238708,"PAST"
"350","KL-112",20010622,"Conch",24.94844437,-80.46238708,"PAST"
"351","KL-120",20010622,"Conch",24.94844437,-80.46238708,"PAST"
"352","KL-159",20010622,"Triangles",25.00873947,-80.44978333,"PAST"
"353","KL-161",20010622,"Triangles",25.00873947,-80.44978333,"PAST"
"354","KL-164",20010622,"Triangles",25.00873947,-80.44978333,"PAST"
"355","KL-165",20010622,"Triangles",25.00873947,-80.44978333,"PAST"
"356","KL-234",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"PAST"
"357","KL-176",20010622,"Triangles",25.00873947,-80.44978333,"PAST"
"358","KL-415",20030522,"Pickles",24.98698044,-80.41486359,"PCLI"
"359","KL-702",20030930,"Cheeca",24.90399933,-80.61685944,"PCLI"
"360","KL-412",20030522,"Pickles",24.98698044,-80.41486359,"PPOR"
"361","KL-83",20010622,"Conch",24.94844437,-80.46238708,"PPOR"
"362","KL-123",20010622,"Conch",24.94844437,-80.46238708,"PPOR"
"363","KL-157",20010622,"Triangles",25.00873947,-80.44978333,"PPOR"
"364","KL-166",20010622,"Triangles",25.00873947,-80.44978333,"PPOR"
"365","KL-33",20010621,"Little Grecian",25.11901093,-80.30082703,"PSTR"
"366","KL-37",20010621,"Little Grecian",25.11901093,-80.30082703,"PSTR"
"367","KL-705",20030930,"Cheeca",24.90399933,-80.61685944,"PSTR"
"368","KL-62",20010621,"Outer Reef",25.11186028,-80.28582764,"PSTR"
"369","KL-102",20010622,"Conch",24.94844437,-80.46238708,"PSTR"
"370","KL-97",20010622,"Conch",24.94844437,-80.46238708,"PSTR"
"371","KL-106",20010622,"Conch",24.94844437,-80.46238708,"PSTR"
"372","KL-125",20010622,"Conch",24.94844437,-80.46238708,"PSTR"
"373","KL-174",20010622,"Triangles",25.00873947,-80.44978333,"PSTR"
"374","KL-17",20010621,"Little Grecian",25.11901093,-80.30082703,"SBOU"
"375","KL-41",20010621,"Outer Reef",25.11186028,-80.28582764,"SBOU"
"376","KL-45",20010621,"Outer Reef",25.11186028,-80.28582764,"SBOU"
"377","KL-709",20030930,"Cheeca",24.90399933,-80.61685944,"SBOU"
"378","KL-53",20010621,"Outer Reef",25.11186028,-80.28582764,"SBOU"
"379","KL-56",20010621,"Outer Reef",25.11186028,-80.28582764,"SBOU"
"380","KL-59",20010621,"Outer Reef",25.11186028,-80.28582764,"SBOU"
"381","KL-66",20010621,"Outer Reef",25.11186028,-80.28582764,"SBOU"
"382","KL-76",20010621,"Outer Reef",25.11186028,-80.28582764,"SBOU"
"383","KL-86",20010622,"Conch",24.94844437,-80.46238708,"SBOU"
"384","KL-241",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"SBOU"
"385","KL-242",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"SBOU"
"386","KL-249",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"SBOU"
"387","KL-156",20010622,"Triangles",25.00873947,-80.44978333,"SBOU"
"388","KL-348",20020926,"Cheeca",24.90399933,-80.61685944,"SINT"
"389","KL-339",20020926,"Cheeca",24.90399933,-80.61685944,"SINT"
"390","KL-349",20020926,"Cheeca",24.90399933,-80.61685944,"SINT"
"391","KL-9",20010621,"Little Grecian",25.11901093,-80.30082703,"SINT"
"392","KL-374",20020926,"Cheeca",24.90399933,-80.61685944,"SINT"
"393","KL-375",20020926,"Cheeca",24.90399933,-80.61685944,"SINT"
"394","KL-379",20020926,"Cheeca",24.90399933,-80.61685944,"SINT"
"395","KL-425",20020925,"Pickles",24.98698044,-80.41486359,"SINT"
"396","KL-700",20030930,"Cheeca",24.90399933,-80.61685944,"SINT"
"397","KL-378",20020926,"Cheeca",24.90399933,-80.61685944,"SINT"
"398","KL-70",20010621,"Outer Reef",25.11186028,-80.28582764,"SINT"
"399","KL-61",20010621,"Outer Reef",25.11186028,-80.28582764,"SINT"
"400","KL-72",20010621,"Outer Reef",25.11186028,-80.28582764,"SINT"
"401","KL-89",20010622,"Conch",24.94844437,-80.46238708,"SINT"
"402","KL-73",20010621,"Outer Reef",25.11186028,-80.28582764,"SINT"
"403","KL-90",20010622,"Conch",24.94844437,-80.46238708,"SINT"
"404","KL-94",20010622,"Conch",24.94844437,-80.46238708,"SINT"
"405","KL-103",20010622,"Conch",24.94844437,-80.46238708,"SINT"
"406","KL-115",20010622,"Conch",24.94844437,-80.46238708,"SINT"
"407","KL-104",20010622,"Conch",24.94844437,-80.46238708,"SINT"
"408","KL-107",20010622,"Conch",24.94844437,-80.46238708,"SINT"
"409","KL-108",20010622,"Conch",24.94844437,-80.46238708,"SINT"
"410","KL-118",20010622,"Conch",24.94844437,-80.46238708,"SINT"
"411","KL-169",20010622,"Triangles",25.00873947,-80.44978333,"SINT"
"412","KL-237",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"SINT"
"413","KL-431",20030523,"Tavernier Rocks",24.93535233,-80.54960632,"SRAD"
"414","KL-426",20030523,"Tavernier Rocks",24.93535233,-80.54960632,"SRAD"
"415","KL-427",20030523,"Tavernier Rocks",24.93535233,-80.54960632,"SRAD"
"416","KL-591",20030523,"Tavernier Creek, down from fuel docks on point, end of transect",25.00673294,-80.5297699,"SRAD"
"417","KL-428",20030523,"Tavernier Rocks",24.93535233,-80.54960632,"SRAD"
"418","KL-429",20030523,"Tavernier Rocks",24.93535233,-80.54960632,"SRAD"
"419","KL-255",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"SRAD"
"420","KL-430",20030523,"Tavernier Rocks",24.93535233,-80.54960632,"SRAD"
"421","KL-240",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"SRAD"
"422","KL-247",20010623,"Tavernier Rocks",24.93535233,-80.54960632,"SRAD"
"423","R1",20240406,"SS35",24.97449,-80.41465,"SSID"
"424","R2",20240406,"SS35",24.97449,-80.41465,"SSID"
"425","R3",20240406,"SS35",24.97449,-80.41465,"MCAV"
"426","R4",20240406,"SS35",24.97449,-80.41465,"MCAV"
"427","R5",20240406,"SS35",24.97449,-80.41465,"MCAV"
"428","R6",20240406,"SS35",24.97449,-80.41465,"SSID"
"429","R7",20240406,"SS35",24.97449,-80.41465,"SSID"
"430","R8",20240406,"SS35",24.97449,-80.41465,"SSID"
"431","R9",20240406,"SS35",24.97449,-80.41465,"SINT"
"432","R10",20240406,"SS35",24.97449,-80.41465,"SRAD"
"433","R11",20240406,"SS35",24.97449,-80.41465,"SINT"
"434","R12",20240406,"SS35",24.97449,-80.41465,"OFAV"
"435","R13",20240406,"SS35",24.97449,-80.41465,"PSTR"
"436","R14",20240406,"triangles",25.00636,-80.44709,"SINT"
"437","R15",20240406,"triangles",25.00636,-80.44709,"SBOU"
"438","R16",20240406,"triangles",25.00636,-80.44709,"OFAV"
"439","R17",20240406,"triangles",25.00636,-80.44709,"DLAB"
"440","R18",20240406,"triangles",25.00636,-80.44709,"SINT"
"441","R19",20240406,"triangles",25.00636,-80.44709,"SBOU"
"442","R20",20240406,"triangles",25.00636,-80.44709,"SINT"
"443","R21",20240406,"triangles",25.00636,-80.44709,"MCAV"
"444","R22",20240406,"triangles",25.00636,-80.44709,"OFAV"
"445","R23",20240406,"triangles",25.00636,-80.44709,"SBOU"
"446","R24",20240406,"triangles",25.00636,-80.44709,"PCLI"
"447","R25",20240406,"triangles",25.00636,-80.44709,"OFAV"
"448","R26",20240406,"triangles",25.00636,-80.44709,"SINT"
"449","R27",20240406,"triangles",25.00636,-80.44709,"DLAB"
"450","R28",20240406,"triangles",25.00636,-80.44709,"DLAB"
"451","R29",20240406,"triangles",25.00636,-80.44709,"SINT"
"452","R30",20240406,"triangles",25.00636,-80.44709,"SBOU"
"453","R31",20240406,"SS35",24.97449,-80.436824,"PAST"
"454","R32",20240406,"SS35",24.97449,-80.436824,"SINT"
"455","R33",20240406,"SS35",24.97449,-80.436824,"MCAV"
"456","R34",20240406,"SS35",24.97449,-80.436824,"MCAV"
"457","R35",20240406,"SS35",24.97449,-80.436824,"PAST"
"458","R36",20240406,"SS35",24.97449,-80.436824,"SINT"
"459","R37",20240406,"SS35",24.97449,-80.436824,"SINT"
"460","R38",20240406,"SS35",24.97449,-80.436824,"PAST"
"461","R39",20240406,"SS35",24.97449,-80.436824,"SINT"
"462","R40",20240406,"SS35",24.97449,-80.436824,"OFAV"
"463","R41",20240406,"SS35",24.97449,-80.436824,"SRAD"
"464","R42",20240406,"SS35",24.97449,-80.436824,"SINT"
"465","R43",20240406,"SS35",24.97449,-80.436824,"PAST"
"466","R44",20240406,"SS35",24.97449,-80.436824,"PAST"
"467","R45",20240406,"SS35",24.97449,-80.436824,"CNAT"
"468","R46",20240406,"SS35",24.97449,-80.436824,"SRAD"
"469","R47",20240406,"SS35",24.97449,-80.436824,"OFAV"
"470","R48",20240406,"SS35",24.97449,-80.436824,"SRAD"
"471","R49",20240406,"Pickles",24.987739,-80.41465,"SSID"
"472","R50",20240406,"Pickles",24.987739,-80.41465,"SINT"
"473","R51",20240406,"Pickles",24.987739,-80.41465,"SSID"
"474","R52",20240406,"Pickles",24.987739,-80.41465,"SSID"
"475","R55",20240406,"Little Grecian",25.11895,-80.300412,"NEC"
"476","R56",20240406,"Little Grecian",25.11895,-80.300412,"OFAV"
"477","R57",20240406,"Little Grecian",25.11895,-80.300412,"MCAV"
"478","R58",20240406,"Little Grecian",25.11895,-80.300412,"DLAB"
"479","R59",20240406,"Cheeca Rocks-Ball2",24.90468,-80.61573,"CNAT"
"480","R60",20240406,"Pickles",24.987739,-80.41465,"DLAB"
"481","R61",20240406,"conch reef",24.94438,-80.45959,"OFAV"
"482","R62",20240406,"conch reef",24.94438,-80.45959,"SINT"
"483","R63",20240406,"conch reef",24.94438,-80.45959,"SSID"
"484","R64",20240406,"conch reef",24.94438,-80.45959,"SINT"
"485","R65",20240406,"conch reef",24.94438,-80.45959,"SINT"
"486","R66",20240406,"conch reef",24.94438,-80.45959,"SINT"
"487","R67",20240406,"conch reef",24.94438,-80.45959,"SSID"
"488","R68",20240406,"conch reef",24.94438,-80.45959,"SINT"
"489","R69",20240406,"conch reef",24.94438,-80.45959,"SINT"
"490","R70",20240406,"conch reef",24.94438,-80.45959,"SINT"
"491","R71",20240406,"conch reef",24.94438,-80.45959,"PAST"
"492","R72",20240406,"conch reef",24.94438,-80.45959,"DLAB"
"493","R73",20240406,"conch reef",24.94438,-80.45959,"SINT"
"494","R74",20240406,"conch reef",24.94438,-80.45959,"DLAB"
"495","R75",20240406,"conch reef",24.94438,-80.45959,"OFAV"
"496","R76",20240406,"conch reef",24.94438,-80.45959,"SSID"
"497","R77",20240406,"conch reef",24.94438,-80.45959,"OFAV"
"498","R78",20240406,"conch reef",24.94438,-80.45959,"SSID"
"499","R79",20240406,"conch reef",24.94438,-80.45959,"SINT"
"500","R80",20240406,"conch reef",24.94438,-80.45959,"DLAB"
"501","R81",20240406,"conch reef",24.94438,-80.45959,"OFAV"
"502","R82",20240406,"conch reef",24.94438,-80.45959,"OFAV"
"503","R83",20240406,"conch reef",24.94438,-80.45959,"PSTR"
"504","R84",20240406,"conch reef",24.94438,-80.45959,"SSID"
"505","R85",20240406,"conch reef",24.94438,-80.45959,"PAST"
"506","R86",20240406,"conch reef",24.94438,-80.45959,"PAST"
"507","R87",20240406,"Pickles",24.987739,-80.41465,"PAST"
"508","R88",20240406,"Pickles",24.987739,-80.41465,"MCAV"
"509","R89",20240406,"Pickles",24.987739,-80.41465,"OFAV"
"510","R90",20240406,"Pickles",24.987739,-80.41465,"OFAV"
"511","R91",20240406,"conch reef",24.94438,-80.45959,"DLAB"
"512","R92",20240406,"conch reef",24.94438,-80.45959,"MCAV"
"513","R93",20240406,"conch reef",24.94438,-80.45959,"OFAV"
"514","R94",20240406,"conch reef",24.94438,-80.45959,"MCAV"
"515","R95",20240406,"conch reef",24.94438,-80.45959,"PAST"
"516","R96",20240406,"conch reef",24.94438,-80.45959,"DLAB"
"517","R97",20240406,"conch reef",24.94438,-80.45959,"OFAV"
"518","R98",20240406,"conch reef",24.94438,-80.45959,"MCAV"
"519","R99",20240406,"conch reef",24.94438,-80.45959,"SSID"
"520","R100",20240406,"conch reef",24.94438,-80.45959,"MCAV"
"521","R101",20240406,"conch reef",24.94438,-80.45959,"PAST"
"522","R102",20240406,"conch reef",24.94438,-80.45959,"MCAV"
"523","R103",20240406,"conch reef",24.94438,-80.45959,"SINT"
"524","R104",20240406,"conch reef",24.94438,-80.45959,"OFAV"
"525","R105",20240406,"conch reef",24.94438,-80.45959,"PAST"
"526","R106",20240406,"conch reef",24.94438,-80.45959,"MCAV"
"527","R107",20240406,"conch reef",24.94438,-80.45959,"OFAV"
"528","R108",20240406,"conch reef",24.94438,-80.45959,"CNAT"
